Survey_ID,SurveyYear,StateID,Commodity,DataItem,Value,Volume,UnitCost,Measure
5949,2002,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",74973000,20100000,$3.73,BU
5948,2002,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",617000,20100000,$0.03,BU
5947,2002,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",168230000,20100000,$8.37,BU
5626,2003,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",6909000,2915000,$2.37,BU
5627,2003,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",974358000,427350000,$2.28,BU
5629,2003,46,OATS,"OATS - PRODUCTION, MEASURED IN $",22365000,15640000,$1.43,BU
5630,2003,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",15120000,6750000,$2.24,BU
5631,2003,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",803880000,115500000,$6.96,BU
5634,2003,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",204147000,61490000,$3.32,BU
5632,2003,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",408188000,61490000,$6.64,BU
5633,2003,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",2559000,61490000,$0.04,BU
5311,2004,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",6363000,3150000,$2.02,BU
5312,2004,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",981890000,539500000,$1.82,BU
5313,2004,46,HAY,"HAY - PRODUCTION, MEASURED IN $",414375000,6870000,$60.32,TONS
5314,2004,46,OATS,"OATS - PRODUCTION, MEASURED IN $",20771000,13940000,$1.49,BU
5315,2004,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",11642000,6300000,$1.85,BU
5316,2004,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",781646000,140080000,$5.58,BU
5317,2004,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",432114000,450000,$7.68,BU
5319,2004,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",179438000,450000,$3.19,BU
5318,2004,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",1710000,450000,$0.03,BU
4996,2005,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",4859000,2303000,$2.11,BU
4997,2005,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",841390000,470050000,$1.79,BU
4998,2005,46,HAY,"HAY - PRODUCTION, MEASURED IN $",457800000,7560000,$60.56,TONS
4999,2005,46,OATS,"OATS - PRODUCTION, MEASURED IN $",20477000,12960000,$1.58,BU
5000,2005,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",8317000,4420000,$1.88,BU
5001,2005,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",726303000,134750000,$5.39,BU
5002,2005,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",484694000,133420000,"$1,864.21",BU
5004,2005,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",225526000,133420000,$867.41,BU
5003,2005,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",936000,133420000,$3.60,BU
4683,2006,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",1406000,560000,$2.51,BU
4684,2006,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",899539000,312340000,$2.88,BU
4685,2006,46,HAY,"HAY - PRODUCTION, MEASURED IN $",323260000,4180000,$77.33,TONS
4686,2006,46,OATS,"OATS - PRODUCTION, MEASURED IN $",11263000,5415000,$2.08,BU
4687,2006,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",9483000,2880000,$3.29,BU
4688,2006,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",789327000,130900000,$6.03,BU
4689,2006,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",374316000,84090000,$4.45,BU
4691,2006,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",181332000,84090000,$2.16,BU
4690,2006,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",432000,84090000,$0.01,BU
4370,2007,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",5278000,1160000,$4.55,BU
4371,2007,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2260474000,542080000,$4.17,BU
4372,2007,46,HAY,"HAY - PRODUCTION, MEASURED IN $",685650000,7275000,$94.25,TONS
4373,2007,46,OATS,"OATS - PRODUCTION, MEASURED IN $",26863000,9360000,$2.87,BU
4374,2007,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",30838000,7800000,$3.95,BU
4375,2007,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1306368000,136080000,$9.60,BU
4376,2007,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",899263000,175000,$9.87,BU
4378,2007,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",543748000,175000,$5.97,BU
4377,2007,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",1715000,175000,$0.02,BU
4057,2008,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",8921000,1763000,$5.06,BU
4058,2008,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2212056000,585200000,$3.78,BU
4060,2008,46,OATS,"OATS - PRODUCTION, MEASURED IN $",24455000,9125000,$2.68,BU
4061,2008,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",23163000,7360000,$3.15,BU
4062,2008,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1332086000,138040000,$9.65,BU
4063,2008,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",1199255000,103950000,$11.54,BU
4065,2008,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",687110000,103950000,$6.61,BU
4064,2008,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",1881000,103950000,$0.02,BU
3745,2009,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",2863000,1188000,$2.41,BU
3746,2009,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2282576000,706680000,$3.23,BU
3747,2009,46,HAY,"HAY - PRODUCTION, MEASURED IN $",617100000,7830000,$78.81,TONS
3748,2009,46,OATS,"OATS - PRODUCTION, MEASURED IN $",12680000,6570000,$1.93,BU
3749,2009,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",20004000,7320000,$2.73,BU
4059,2008,46,HAY,"HAY - PRODUCTION, MEASURED IN $",716400000,7840000,$91.38,TONS
3750,2009,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1615496000,175980000,$9.18,BU
3752,2009,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",854000,64780000,$0.01,BU
3753,2009,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",313535000,64780000,$2.42,BU
3751,2009,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",664955000,64780000,$5.13,BU
3442,2010,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",1434000,440000,$3.26,BU
3443,2010,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2899773000,569700000,$5.09,BU
3444,2010,46,HAY,"HAY - PRODUCTION, MEASURED IN $",568035000,7335000,$77.44,TONS
3445,2010,46,OATS,"OATS - PRODUCTION, MEASURED IN $",21092000,7560000,$2.79,BU
3446,2010,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",25262000,5270000,$4.79,BU
3447,2010,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1714788000,157320000,$10.90,BU
3448,2010,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",771850000,63700000,"$1,390.72",BU
3449,2010,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",3502000,63700000,$6.31,BU
3450,2010,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",336336000,63700000,$606.01,BU
3139,2011,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",2872000,528000,$5.44,BU
3140,2011,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3940002000,653400000,$6.03,BU
3141,2011,46,HAY,"HAY - PRODUCTION, MEASURED IN $",964140000,8220000,$117.29,TONS
3142,2011,46,OATS,"OATS - PRODUCTION, MEASURED IN $",13916000,3920000,$3.55,BU
3143,2011,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",37442000,6555000,$5.71,BU
3144,2011,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1837198000,150590000,$12.20,BU
3147,2011,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",463453000,66780000,$6.94,BU
3145,2011,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",775904000,66780000,$11.62,BU
3146,2011,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",1837000,66780000,$0.03,BU
2841,2012,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",4266000,770000,$5.54,BU
2842,2012,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3597216000,535300000,$6.72,BU
2843,2012,46,HAY,"HAY - PRODUCTION, MEASURED IN $",729040000,3740000,$194.93,TONS
2844,2012,46,OATS,"OATS - PRODUCTION, MEASURED IN $",12118000,3060000,$3.96,BU
2845,2012,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",39184000,5880000,$6.66,BU
2846,2012,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2044232000,143960000,$14.20,BU
2849,2012,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",475530000,115000,$4.66,BU
2848,2012,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",861000,115000,$0.01,BU
2847,2012,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",821336000,115000,$8.05,BU
2544,2013,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",4361000,1026000,$4.25,BU
2545,2013,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3251421000,802820000,$4.05,BU
2546,2013,46,HAY,"HAY - PRODUCTION, MEASURED IN $",819405000,5905000,$138.76,TONS
2547,2013,46,OATS,"OATS - PRODUCTION, MEASURED IN $",33911000,9240000,$3.67,BU
2548,2013,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",80942000,22000000,$3.68,BU
2549,2013,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2318625000,185490000,$12.50,BU
2552,2013,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",175855000,26130000,"$1,046.76",BU
2550,2013,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",530269000,26130000,"$3,156.36",BU
2551,2013,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",1233000,26130000,$7.34,BU
2247,2014,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",3094000,884000,$3.50,BU
2248,2014,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2629782000,787360000,$3.34,BU
2249,2014,46,HAY,"HAY - PRODUCTION, MEASURED IN $",722430000,6665000,$108.39,TONS
2250,2014,46,OATS,"OATS - PRODUCTION, MEASURED IN $",27993000,9300000,$3.01,BU
2251,2014,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",31487000,9450000,$3.33,BU
2252,2014,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2154632000,229950000,$9.37,BU
2255,2014,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",324918000,59400000,"$1,805.10",BU
2253,2014,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",727517000,59400000,"$4,041.76",BU
2254,2014,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",1908000,59400000,$10.60,BU
1946,2015,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",2285000,703000,$3.25,BU
1947,2015,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2639241000,799770000,$3.30,BU
1948,2015,46,HAY,"HAY - PRODUCTION, MEASURED IN $",647700000,6580000,$98.43,TONS
1949,2015,46,OATS,"OATS - PRODUCTION, MEASURED IN $",26618000,12615000,$2.11,BU
1950,2015,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",59308000,18260000,$3.25,BU
1951,2015,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2011341000,235520000,$8.54,BU
1952,2015,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",466707000,246000,$4.51,BU
1953,2015,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",1808000,246000,$0.02,BU
1954,2015,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",178829000,246000,$1.73,BU
1648,2016,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2552124000,825930000,$3.09,BU
1649,2016,46,HAY,"HAY - PRODUCTION, MEASURED IN $",458525000,5425000,$84.52,TONS
1650,2016,46,OATS,"OATS - PRODUCTION, MEASURED IN $",17769000,9020000,$1.97,BU
1651,2016,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",44682000,15800000,$2.83,BU
1652,2016,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2310912000,255915000,$9.03,BU
1655,2016,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",231594000,63800000,$2.08,BU
1654,2016,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",1324000,63800000,$0.01,BU
1653,2016,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",456411000,63800000,$4.10,BU
1356,2017,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2276094000,736600000,$3.09,BU
1357,2017,46,HAY,"HAY - PRODUCTION, MEASURED IN $",487765000,4603000,$105.97,TONS
1358,2017,46,OATS,"OATS - PRODUCTION, MEASURED IN $",10290000,4200000,$2.45,BU
1359,2017,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",36511000,11560000,$3.16,BU
1360,2017,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2156596000,241230000,$8.94,BU
1362,2017,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",651000,41678000,$6.03,BU
1363,2017,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",105040000,41678000,$972.59,BU
1361,2017,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",233427000,41678000,"$2,161.36",BU
1061,2018,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",2610000,715000,$3.65,BU
1062,2018,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",2628288000,777600000,$3.38,BU
1064,2018,46,OATS,"OATS - PRODUCTION, MEASURED IN $",20799000,7790000,$2.67,BU
1065,2018,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",52506000,16000000,$3.28,BU
1066,2018,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2001267000,251100000,$7.97,BU
1069,2018,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",162518000,72294000,$5.13,BU
1067,2018,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",378573000,72294000,$11.95,BU
1068,2018,46,WHEAT,"WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN $",435000,72294000,$0.01,BU
769,2019,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",1374000,387000,$3.55,BU
770,2019,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",1850170000,557280000,$3.32,BU
771,2019,46,HAY,"HAY - PRODUCTION, MEASURED IN $",697950000,7003000,$99.66,TONS
772,2019,46,OATS,"OATS - PRODUCTION, MEASURED IN $",17282000,6150000,$2.81,BU
773,2019,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",46648000,14000000,$3.33,BU
774,2019,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",1201764000,146200000,$8.22,BU
776,2019,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",175776000,40040000,$4.39,BU
775,2019,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",295269000,40040000,$7.37,BU
497,2020,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",2920000,616000,$4.74,BU
498,2020,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",3150333000,720900000,$4.37,BU
499,2020,46,HAY,"HAY - PRODUCTION, MEASURED IN $",536120000,5365000,$99.93,TONS
500,2020,46,OATS,"OATS - PRODUCTION, MEASURED IN $",28675000,10780000,$2.66,BU
501,2020,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",52356000,11360000,$4.61,BU
502,2020,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2331096000,226320000,$10.30,BU
503,2020,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",353302000,34800000,$10.15,BU
504,2020,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",168780000,34800000,$4.85,BU
221,2021,46,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",1512000,280000,$5.40,BU
222,2021,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",4142880000,739800000,$5.60,BU
223,2021,46,HAY,"HAY - PRODUCTION, MEASURED IN $",472770000,3105000,$152.26,TONS
224,2021,46,OATS,"OATS - PRODUCTION, MEASURED IN $",17072000,3752000,$4.55,BU
225,2021,46,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",79027000,13440000,$5.88,BU
226,2021,46,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",2781240000,215600000,$12.90,BU
228,2021,46,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",203832000,27360000,$7.45,BU
227,2021,46,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",349267000,27360000,$12.77,BU
12832,1980,47,BARLEY,"BARLEY - PRODUCTION, MEASURED IN $",403000,168000,$2.40,BU
12833,1980,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",102746000,29440000,$3.49,BU
12834,1980,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",10496000,82000,$128.00,TONS
12835,1980,47,HAY,"HAY - PRODUCTION, MEASURED IN $",81144000,1764000,$46.00,TONS
12836,1980,47,OATS,"OATS - PRODUCTION, MEASURED IN $",1104000,552000,$2.00,BU
12837,1980,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",5198000,1750000,$2.97,BU
12838,1980,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",361692000,45900000,$7.88,BU
12840,1980,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",70756000,18620000,$3.80,BU
12839,1980,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",70756000,18620000,$3.80,BU
12510,1981,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",145152000,53760000,$2.70,BU
12511,1981,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",10033000,127000,$79.00,TONS
12512,1981,47,HAY,"HAY - PRODUCTION, MEASURED IN $",101822000,2078000,$49.00,TONS
12513,1981,47,OATS,"OATS - PRODUCTION, MEASURED IN $",1958000,816000,$2.40,BU
12514,1981,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",10277000,4650000,$2.21,BU
12515,1981,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",356025000,58750000,$6.06,BU
12517,1981,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",130900000,37400000,$3.50,BU
12516,1981,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",130900000,37400000,$3.50,BU
12193,1982,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",150255000,56700000,$2.65,BU
12194,1982,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",9108000,132000,$69.00,TONS
12195,1982,47,HAY,"HAY - PRODUCTION, MEASURED IN $",104025000,2190000,$47.50,TONS
12196,1982,47,OATS,"OATS - PRODUCTION, MEASURED IN $",865000,376000,$2.30,BU
12197,1982,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",10498000,5525000,$1.90,BU
12198,1982,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",339492000,60950000,$5.57,BU
12200,1982,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",89640000,29880000,$3.00,BU
12199,1982,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",89640000,29880000,$3.00,BU
11876,1983,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",84096000,23040000,$3.65,BU
11877,1983,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",9660000,60000,$161.00,TONS
11878,1983,47,HAY,"HAY - PRODUCTION, MEASURED IN $",98703000,1994000,$49.50,TONS
11879,1983,47,OATS,"OATS - PRODUCTION, MEASURED IN $",662000,308000,$2.15,BU
11880,1983,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",14954000,5035000,$2.97,BU
11881,1983,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",250899000,31520000,$7.96,BU
11883,1983,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",65340000,19800000,$3.30,BU
11882,1983,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",65340000,19800000,$3.30,BU
11559,1984,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",190095000,65550000,$2.90,BU
11560,1984,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",12037000,133000,$90.50,TONS
11561,1984,47,HAY,"HAY - PRODUCTION, MEASURED IN $",131456000,2528000,$52.00,TONS
11562,1984,47,OATS,"OATS - PRODUCTION, MEASURED IN $",564000,235000,$2.40,BU
11563,1984,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",46592000,20800000,$2.24,BU
11564,1984,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",287157000,48100000,$5.97,BU
11566,1984,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",70620000,21400000,$3.30,BU
11565,1984,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",70620000,21400000,$3.30,BU
11245,1985,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",182574000,79380000,$2.30,BU
11246,1985,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",8480000,160000,$53.00,TONS
11247,1985,47,HAY,"HAY - PRODUCTION, MEASURED IN $",160160000,3080000,$52.00,TONS
11248,1985,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",69936000,37200000,$1.88,BU
11249,1985,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",229921000,45260000,$5.08,BU
11250,1985,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",24000000,8000000,$3.00,BU
11251,1985,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",24000000,8000000,$3.00,BU
10931,1986,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",94017000,56980000,$1.65,BU
10932,1986,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",10441000,157000,$66.50,TONS
10933,1986,47,HAY,"HAY - PRODUCTION, MEASURED IN $",131272000,2152000,$61.00,TONS
10934,1986,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",14372000,10725000,$1.34,BU
10935,1986,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",172885000,35500000,$4.87,BU
10937,1986,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",26813000,10725000,$2.50,BU
10936,1986,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",26813000,10725000,$2.50,BU
10617,1987,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",102921000,52780000,$1.95,BU
10618,1987,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",18095000,235000,$77.00,TONS
10619,1987,47,HAY,"HAY - PRODUCTION, MEASURED IN $",142994000,2698000,$53.00,TONS
10620,1987,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",6510000,4200000,$1.55,BU
10621,1987,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",161288000,28750000,$5.61,BU
10623,1987,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",36400000,14000000,$2.60,BU
10622,1987,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",36400000,14000000,$2.60,BU
10304,1988,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",106398000,38690000,$2.75,BU
10305,1988,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",26307000,237000,$111.00,TONS
10306,1988,47,HAY,"HAY - PRODUCTION, MEASURED IN $",135198000,2331000,$58.00,TONS
10307,1988,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",5483000,2275000,$2.41,BU
10308,1988,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",244327000,31980000,$7.64,BU
10309,1988,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",73960000,21500000,$3.44,BU
10310,1988,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",73960000,21500000,$3.44,BU
9989,1989,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",141775000,56710000,$2.50,BU
9990,1989,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",17952000,176000,$102.00,TONS
9991,1989,47,HAY,"HAY - PRODUCTION, MEASURED IN $",169452000,3499000,$48.43,TONS
9992,1989,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",4698000,2025000,$2.32,BU
9993,1989,47,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",178262000,29760000,$5.99,BU
9994,1989,47,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",68985000,18900000,$3.65,BU
9995,1989,47,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",68985000,18900000,$3.65,BU
9676,1990,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",106580000,43860000,$2.43,BU
9677,1990,47,COTTON,"COTTON, COTTONSEED - PRODUCTION, MEASURED IN $",21504000,192000,$112.00,TONS
9678,1990,47,HAY,"HAY - PRODUCTION, MEASURED IN $",159338000,3255000,$48.95,TONS
9679,1990,47,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN $",9571000,4235000,$2.26,BU
